3.525024162138841177e-01,8.333333333333333703e-01,8.695652173913043237e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.846213036920651751e+00,8.333333333333333703e-01,1.304347826086956486e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.677919523838546922e-01,8.333333333333333703e-01,1.739130434782608647e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.536983033291095868e+00,8.333333333333333703e-01,2.173913043478260809e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.841786844955993541e+00,8.333333333333333703e-01,2.608695652173912971e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.552713094552948814e+00,8.333333333333333703e-01,3.043478260869565410e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.525126907183798952e+00,8.333333333333333703e-01,3.478260869565217295e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.352099041570218318e+00,8.333333333333333703e-01,3.913043478260869734e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.024626036679741503e+00,8.333333333333333703e-01,4.347826086956521618e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.739627907153444619e+00,8.333333333333333703e-01,4.782608695652174058e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.480254161872782248e+00,8.333333333333333703e-01,5.217391304347825942e-01,0.000000000000000000e+00,0.000000000000000000e+00
-4.445973440543875554e+00,8.333333333333333703e-01,5.652173913043477826e-01,0.000000000000000000e+00,0.000000000000000000e+00
-5.565784858142846403e+00,8.333333333333333703e-01,6.086956521739130821e-01,0.000000000000000000e+00,0.000000000000000000e+00
-5.498851945633325577e+00,8.333333333333333703e-01,6.521739130434782705e-01,0.000000000000000000e+00,0.000000000000000000e+00
-6.574191674050014811e+00,8.333333333333333703e-01,6.956521739130434590e-01,0.000000000000000000e+00,0.000000000000000000e+00
-7.055821410729093301e+00,8.333333333333333703e-01,7.391304347826086474e-01,0.000000000000000000e+00,0.000000000000000000e+00
-5.691342694856382778e+00,8.333333333333333703e-01,7.826086956521739468e-01,0.000000000000000000e+00,0.000000000000000000e+00
-5.240282469500182394e+00,8.333333333333333703e-01,8.260869565217391353e-01,0.000000000000000000e+00,0.000000000000000000e+00
-3.307165067776572265e+00,8.333333333333333703e-01,8.695652173913043237e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.533276811732178224e+00,8.333333333333333703e-01,9.130434782608695121e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.617260292267395094e+00,8.333333333333333703e-01,9.565217391304348116e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.307157960279736519e+00,8.333333333333333703e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.089956574703737857e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.914061993223451275e-01,1.000000000000000000e+00,4.347826086956521618e-02,0.000000000000000000e+00,0.000000000000000000e+00
4.948790451095666398e+00,1.000000000000000000e+00,8.695652173913043237e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.776630729314706336e+00,1.000000000000000000e+00,1.304347826086956486e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.554689798182245397e+00,1.000000000000000000e+00,1.739130434782608647e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.447015127493473940e+00,1.000000000000000000e+00,2.173913043478260809e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.524590429387677304e+00,1.000000000000000000e+00,2.608695652173912971e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.387533839408034986e+00,1.000000000000000000e+00,3.043478260869565410e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.959580116014661755e+00,1.000000000000000000e+00,3.478260869565217295e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.883597534228886872e+00,1.000000000000000000e+00,3.913043478260869734e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.884948676670242129e+00,1.000000000000000000e+00,4.347826086956521618e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.800787327770800417e+00,1.000000000000000000e+00,4.782608695652174058e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.307655660049159785e+00,1.000000000000000000e+00,5.217391304347825942e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.564460677683700229e+00,1.000000000000000000e+00,5.652173913043477826e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.527361992821385517e+00,1.000000000000000000e+00,6.086956521739130821e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.704422549082376559e+00,1.000000000000000000e+00,6.521739130434782705e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.392685562831104118e+00,1.000000000000000000e+00,6.956521739130434590e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.875346954274926592e+00,1.000000000000000000e+00,7.391304347826086474e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.514535291568036346e+00,1.000000000000000000e+00,7.826086956521739468e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.472642198976395811e+00,1.000000000000000000e+00,8.260869565217391353e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.016333534968310026e+00,1.000000000000000000e+00,8.695652173913043237e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.285680054191340016e+00,1.000000000000000000e+00,9.130434782608695121e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.234187637381503500e+00,1.000000000000000000e+00,9.565217391304348116e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.170814873108550813e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.649388644726370146e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.166047309609073679e+01,0.000000000000000000e+00,4.347826086956521618e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.222133444604982344e+01,0.000000000000000000e+00,8.695652173913043237e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.430076586976217712e+01,0.000000000000000000e+00,1.304347826086956486e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.468914818531337652e+01,0.000000000000000000e+00,1.739130434782608647e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.511910784720810597e+01,0.000000000000000000e+00,2.173913043478260809e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.692448014174883042e+01,0.000000000000000000e+00,2.608695652173912971e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.621011847380682980e+01,0.000000000000000000e+00,3.043478260869565410e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.545895839392833793e+01,0.000000000000000000e+00,3.478260869565217295e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.425027058317133211e+01,0.000000000000000000e+00,3.913043478260869734e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.494304176693567676e+01,0.000000000000000000e+00,4.347826086956521618e-01,0.000000000000000000e+00,0.000000000000000000e+00
